,score
45049,772
45050,314
45051,617
45052,826
45053,6
45054,89
45055,484
45056,327
45057,444
45058,745
45059,50
45060,149
45061,27
45062,485
45063,4
45064,888
45065,786
45066,639
45067,376
45068,300
45069,96
45070,598
45071,73
45072,203
45073,874
45074,144
45075,587
45076,150
45077,562
45078,959
45079,913
45080,284
45081,95
45082,950
45083,512
45084,542
45085,922
45086,778
45087,491
45088,677
45089,408
45090,856
45091,114
45092,565
45093,917
45094,811
45095,538
45096,405
45097,623
45098,802
45099,556
45100,746
45101,459
45102,647
45103,983
45104,785
45105,509
45106,581
45107,367
45108,708
45109,894
45110,732
45111,956
45112,127
45113,983
45114,895
45115,914
45116,775
45117,336
45118,823
45119,39
45120,408
45121,281
45122,550
45123,673
45124,983
45125,880
45126,919
45127,52
45128,759
45129,497
45130,312
45131,982
45132,279
45133,868
45134,595
45135,880
45136,33
45137,495
45138,572
45139,183
45140,481
45141,701
45142,694
45143,147
45144,262
45145,144
45146,668
45147,788
45148,408
45149,398
45150,960
45151,261
45152,611
45153,925
45154,827
45155,610
45156,375
45157,249
45158,304
45159,441
45160,998
45161,368
45162,706
45163,696
45164,641
45165,657
45166,778
45167,933
45168,245
45169,398
45170,521
45171,332
45172,221
45173,960
45174,50
45175,988
45176,758
45177,751
45178,117
45179,245
45180,49
45181,544
45182,197
45183,261
45184,706
45185,25
45186,228
45187,588
45188,704
45189,339
45190,847
45191,810
45192,827
45193,860
45194,253
45195,783
45196,413
45197,566
45198,439
45199,100
45200,187
45201,669
45202,964
45203,150
45204,436
45205,811
45206,998
45207,440
45208,487
45209,424
45210,637
45211,938
45212,488
45213,135
45214,505
45215,591
45216,710
45217,781
45218,493
45219,493
45220,993
45221,283
45222,678
45223,439
45224,318
45225,715
45226,9
45227,467
45228,39
45229,311
45230,659
45231,418
45232,678
45233,355
45234,735
45235,947
45236,940
45237,822
45238,289
45239,954
45240,538
45241,354
45242,652
45243,916
45244,477
45245,956
45246,718
45247,224
45248,442
45249,854
45250,424
45251,931
45252,853
45253,130
45254,905
45255,486
45256,370
45257,820
45258,661
45259,535
45260,94
45261,62
45262,443
45263,934
45264,875
45265,8
45266,671
45267,891
45268,831
45269,768
45270,419
45271,422
45272,69
45273,472
45274,51
45275,284
45276,568
45277,68
45278,481
45279,679
45280,359
45281,871
45282,731
45283,172
45284,115
45285,591
45286,318
45287,343
45288,115
45289,812
45290,645
45291,548
45292,220
45293,50
45294,520
45295,728
45296,142
45297,460
45298,859
45299,674
45300,390
45301,449
45302,629
45303,694
45304,697
45305,906
45306,889
45307,950
45308,346
45309,841
45310,17
45311,274
45312,549
45313,356
45314,738
45315,72
45316,223
45317,857
45318,656
45319,352
45320,755
45321,837
45322,644
45323,293
45324,839
45325,98
45326,464
45327,144
45328,504
45329,304
45330,703
45331,156
45332,215
45333,194
45334,948
45335,130
45336,587
45337,751
45338,767
45339,550
45340,137
45341,240
45342,70
45343,634
45344,37
45345,471
45346,785
45347,12
45348,493
45349,48
45350,34
45351,162
45352,67
45353,464
45354,561
45355,947
45356,262
45357,589
45358,407
45359,454
45360,754
45361,106
45362,676
45363,479
45364,19
45365,789
45366,403
45367,61
45368,389
45369,357
45370,893
45371,122
45372,834
45373,508
45374,352
45375,698
45376,938
45377,782
45378,284
45379,126
45380,727
45381,868
45382,263
45383,34
45384,285
45385,57
45386,187
45387,887
45388,389
45389,72
45390,796
45391,824
45392,853
45393,822
45394,876
45395,199
45396,676
45397,469
45398,478
45399,200
45400,504
45401,337
45402,254
45403,515
45404,458
45405,196
45406,340
45407,726
45408,126
45409,659
45410,440
45411,383
45412,135
45413,345
45414,10
45415,68
45416,162
45417,487
45418,125
45419,560
45420,387
45421,353
45422,191
45423,211
45424,330
45425,739
45426,736
45427,789
45428,301
45429,55
45430,53
45431,342
45432,915
45433,688
45434,606
45435,631
45436,972
45437,599
45438,313
45439,659
45440,480
45441,91
45442,248
45443,243
45444,653
45445,188
45446,575
45447,970
45448,16
45449,421
45450,897
45451,484
45452,353
45453,425
45454,141
45455,164
45456,813
45457,326
45458,542
45459,609
45460,75
45461,875
45462,246
45463,339
45464,775
45465,606
45466,418
45467,523
45468,866
45469,431
45470,59
45471,316
45472,852
45473,807
45474,765
45475,216
45476,450
45477,458
45478,288
45479,158
45480,485
45481,298
45482,966
45483,825
45484,65
45485,513
45486,804
45487,978
45488,90
45489,380
45490,963
45491,611
45492,24
45493,369
45494,620
45495,450
45496,36
45497,560
45498,195
45499,465
45500,891
45501,115
45502,40
45503,857
45504,649
45505,846
45506,126
45507,743
45508,772
45509,472
45510,763
45511,937
45512,399
45513,615
45514,629
45515,198
45516,98
45517,552
45518,655
45519,712
45520,588
45521,836
45522,197
45523,266
45524,919
45525,278
45526,617
45527,944
45528,987
45529,711
45530,345
45531,837
45532,695
45533,71
45534,780
45535,93
45536,972
45537,502
45538,508
45539,221
45540,122
45541,694
45542,344
45543,2
45544,281
45545,484
45546,808
45547,617
45548,715
45549,0
45550,333
45551,168
45552,532
45553,627
45554,570
45555,301
45556,969
45557,113
45558,466
45559,112
45560,806
45561,434
45562,91
45563,934
45564,918
45565,890
45566,439
45567,51
45568,829
45569,22
45570,111
45571,155
45572,735
45573,91
45574,20
45575,333
45576,65
45577,936
45578,430
45579,206
45580,15
45581,994
45582,998
45583,882
45584,449
45585,915
45586,762
45587,922
45588,188
45589,976
45590,165
45591,370
45592,210
45593,552
45594,529
45595,630
45596,266
45597,992
45598,288
45599,987
45600,911
45601,489
45602,312
45603,269
45604,603
45605,354
45606,394
45607,467
45608,10
45609,247
45610,204
45611,237
45612,115
45613,315
45614,257
45615,915
45616,330
45617,427
45618,141
45619,774
45620,765
45621,632
45622,213
45623,11
45624,420
45625,604
45626,552
45627,978
45628,922
45629,829
45630,493
45631,30
45632,724
45633,947
45634,998
45635,751
45636,477
45637,151
45638,20
45639,292
45640,857
45641,534
45642,752
45643,537
45644,937
45645,237
45646,456
45647,166
45648,531
45649,808
45650,600
45651,496
45652,510
45653,288
45654,103
45655,575
45656,148
45657,391
45658,312
45659,663
45660,644
45661,687
45662,353
45663,451
45664,252
45665,911
45666,644
45667,463
45668,983
45669,700
45670,365
45671,321
45672,286
45673,928
45674,776
45675,733
45676,648
45677,946
45678,433
45679,142
45680,210
45681,18
45682,594
45683,928
45684,524
45685,629
45686,464
45687,181
45688,136
45689,203
45690,637
45691,67
45692,287
45693,784
45694,827
45695,471
45696,988
45697,287
45698,242
45699,768
45700,866
45701,30
45702,255
45703,959
45704,236
45705,829
45706,134
45707,231
45708,798
45709,36
45710,14
45711,346
45712,836
45713,690
45714,611
45715,967
45716,729
45717,975
45718,988
45719,526
45720,297
45721,779
45722,533
45723,933
45724,393
45725,637
45726,820
45727,568
45728,813
45729,41
45730,942
45731,150
45732,260
45733,647
45734,839
45735,787
45736,978
45737,650
45738,289
45739,383
45740,749
45741,933
45742,674
45743,318
45744,646
45745,251
45746,193
45747,925
45748,81
45749,210
45750,826
45751,274
45752,132
45753,405
45754,982
45755,532
45756,142
45757,762
45758,694
45759,314
45760,791
45761,434
45762,297
45763,512
45764,882
45765,783
45766,676
45767,840
45768,469
45769,569
45770,775
45771,329
45772,517
45773,153
45774,880
45775,372
45776,427
45777,125
45778,205
45779,6
45780,264
45781,53
45782,790
45783,758
45784,409
45785,245
45786,426
45787,381
45788,62
45789,423
45790,946
45791,543
45792,84
45793,191
45794,640
45795,639
45796,381
45797,923
45798,151
45799,473
45800,220
45801,17
45802,614
45803,950
45804,438
45805,336
45806,464
45807,954
45808,112
45809,414
45810,167
45811,510
45812,776
45813,610
45814,490
45815,681
45816,938
45817,693
45818,278
45819,912
45820,498
45821,122
45822,387
45823,400
45824,169
45825,428
45826,692
45827,135
45828,892
45829,77
45830,375
45831,952
45832,588
45833,236
45834,958
45835,976
45836,419
45837,162
45838,407
45839,174
45840,624
45841,684
45842,389
45843,449
45844,557
45845,62
45846,932
45847,663
45848,406
45849,549
45850,186
45851,598
45852,44
45853,11
45854,598
45855,182
45856,658
45857,671
45858,174
45859,994
45860,497
45861,376
45862,463
45863,531
45864,686
45865,822
45866,355
45867,536
45868,315
45869,123
45870,494
45871,110
45872,894
45873,990
45874,866
45875,281
45876,909
45877,342
45878,266
45879,592
45880,682
45881,868
45882,258
45883,386
45884,978
45885,253
45886,288
45887,907
45888,135
45889,483
45890,484
45891,966
45892,841
45893,870
45894,630
45895,932
45896,602
45897,691
45898,465
45899,876
45900,374
45901,953
45902,843
45903,254
45904,353
45905,469
45906,803
45907,127
45908,190
45909,406
45910,536
45911,828
45912,91
45913,775
45914,387
45915,824
45916,230
45917,478
45918,950
45919,346
45920,368
45921,673
45922,464
45923,143
45924,417
45925,448
45926,283
45927,928
45928,276
45929,810
45930,273
45931,229
45932,774
45933,396
45934,421
45935,846
45936,250
45937,694
45938,466
45939,26
45940,478
45941,130
45942,295
45943,899
45944,784
45945,714
45946,447
45947,281
45948,776
45949,390
45950,866
45951,650
45952,899
45953,488
45954,138
45955,691
45956,276
45957,805
45958,722
45959,932
45960,996
45961,1
45962,620
45963,884
45964,733
45965,18
45966,60
45967,110
45968,317
45969,557
45970,259
45971,442
45972,369
45973,164
45974,360
45975,647
45976,610
45977,149
45978,897
45979,246
45980,253
45981,681
45982,402
45983,734
45984,527
45985,555
45986,921
45987,754
45988,893
45989,644
45990,749
45991,177
45992,281
45993,469
45994,464
45995,30
45996,806
45997,363
45998,785
45999,945
46000,819
46001,598
46002,428
46003,447
46004,740
46005,13
46006,659
46007,219
46008,632
46009,180
46010,27
46011,82
46012,458
46013,100
46014,401
46015,552
46016,301
46017,695
46018,585
46019,829
46020,920
46021,5
46022,72
46023,721
46024,240
46025,901
46026,888
46027,974
46028,710
46029,178
46030,923
46031,613
46032,89
46033,791
46034,182
46035,340
46036,660
46037,343
46038,901
46039,406
46040,782
46041,275
46042,314
46043,796
46044,95
46045,657
46046,265
46047,258
46048,642
46049,606
46050,239
46051,184
46052,67
46053,574
46054,417
46055,298
46056,720
46057,199
46058,661
46059,83
46060,298
46061,556
46062,583
46063,202
46064,632
46065,803
46066,956
46067,778
46068,581
46069,705
46070,680
46071,655
46072,803
46073,175
46074,117
46075,392
46076,630
46077,19
46078,503
46079,389
46080,796
46081,301
46082,621
46083,776
46084,283
46085,149
46086,373
46087,299
46088,189
46089,735
46090,372
46091,838
46092,422
46093,847
46094,402
46095,195
46096,236
46097,364
46098,429
46099,239
46100,891
46101,704
46102,439
46103,247
46104,592
46105,767
46106,538
46107,299
46108,175
46109,988
46110,991
46111,878
46112,476
46113,516
46114,301
46115,763
46116,321
46117,452
46118,530
46119,219
46120,711
46121,279
46122,525
46123,179
46124,526
46125,606
46126,520
46127,225
46128,894
46129,363
46130,43
46131,710
46132,780
46133,430
46134,599
46135,941
46136,885
46137,3
46138,707
46139,350
46140,375
46141,343
46142,157
46143,779
46144,449
46145,414
46146,909
46147,681
46148,497
46149,243
46150,122
46151,604
46152,475
46153,428
46154,176
46155,532
46156,100
46157,714
46158,752
46159,84
46160,760
46161,243
46162,978
46163,321
46164,27
46165,90
46166,124
46167,919
46168,674
46169,278
46170,33
46171,645
46172,87
46173,891
46174,219
46175,920
46176,760
46177,756
46178,157
46179,645
46180,894
46181,476
46182,493
46183,744
46184,364
46185,890
46186,3
46187,502
46188,694
46189,48
46190,399
46191,878
46192,285
46193,397
46194,872
46195,509
46196,766
46197,102
46198,195
46199,470
46200,187
46201,188
46202,179
46203,919
46204,523
46205,88
46206,643
46207,484
46208,423
46209,589
46210,586
46211,18
46212,203
46213,23
46214,625
46215,91
46216,585
46217,71
46218,362
46219,131
46220,961
46221,521
46222,735
46223,653
46224,907
46225,274
46226,125
46227,467
46228,726
46229,997
46230,958
46231,611
46232,170
46233,570
46234,443
46235,822
46236,668
46237,379
46238,896
46239,26
46240,184
46241,942
46242,921
46243,563
46244,359
46245,341
46246,723
46247,33
46248,888
46249,801
46250,121
46251,637
46252,66
46253,839
46254,628
46255,423
46256,848
46257,960
46258,98
46259,813
46260,998
46261,202
46262,236
46263,606
46264,493
46265,137
46266,529
46267,726
46268,677
46269,156
46270,955
46271,490
46272,474
46273,238
46274,881
46275,154
46276,623
46277,484
46278,252
46279,486
46280,190
46281,877
46282,791
46283,258
46284,879
46285,762
46286,214
46287,472
46288,986
46289,98
46290,13
46291,754
46292,788
46293,141
46294,509
46295,960
46296,170
46297,481
46298,582
46299,168
46300,111
46301,373
46302,569
46303,99
46304,574
46305,266
46306,323
46307,172
46308,472
46309,358
46310,952
46311,549
46312,190
46313,238
46314,0
46315,117
46316,160
46317,118
46318,519
46319,603
46320,686
46321,992
46322,512
46323,365
46324,478
46325,626
46326,43
46327,174
46328,108
46329,236
46330,884
46331,733
46332,979
46333,39
46334,907
46335,756
46336,592
46337,565
46338,67
46339,294
46340,704
46341,896
46342,807
46343,897
46344,679
46345,837
46346,336
46347,184
46348,920
46349,208
46350,782
46351,177
46352,516
46353,216
46354,274
46355,635
46356,884
46357,2
46358,505
46359,9
46360,238
46361,328
46362,258
46363,622
46364,802
46365,632
46366,424
46367,132
46368,386
46369,333
46370,110
46371,311
46372,496
46373,529
46374,207
46375,56
46376,111
46377,419
46378,747
46379,249
46380,697
46381,106
46382,378
46383,268
46384,283
46385,294
46386,630
46387,45
46388,428
46389,586
46390,663
46391,689
46392,813
46393,597
46394,568
46395,354
46396,186
46397,201
46398,951
46399,318
46400,55
46401,982
46402,954
46403,271
46404,883
46405,483
46406,678
46407,573
46408,62
46409,987
46410,213
46411,641
46412,5
46413,81
46414,683
46415,467
46416,700
46417,780
46418,893
46419,16
46420,695
46421,334
46422,728
46423,817
46424,862
46425,807
46426,382
46427,580
46428,17
46429,274
46430,546
46431,788
46432,237
46433,493
46434,550
46435,26
46436,919
46437,45
46438,96
46439,994
46440,801
46441,751
46442,226
46443,15
46444,529
46445,834
46446,423
46447,948
46448,250
46449,461
46450,378
46451,526
46452,97
46453,658
46454,227
46455,202
46456,268
46457,866
46458,19
46459,161
46460,433
46461,512
46462,51
46463,491
46464,141
46465,321
46466,368
46467,114
46468,157
46469,876
46470,269
46471,209
46472,737
46473,364
46474,231
46475,973
46476,835
46477,15
46478,924
46479,435
46480,823
46481,4
46482,402
46483,502
46484,266
46485,168
46486,859
46487,216
46488,769
46489,824
46490,423
46491,978
46492,894
46493,628
46494,712
46495,518
46496,857
46497,16
46498,456
46499,838
46500,489
46501,956
46502,238
46503,583
46504,965
46505,416
46506,929
46507,468
46508,211
46509,741
46510,778
46511,578
46512,95
46513,156
46514,348
46515,390
46516,261
46517,970
46518,310
46519,383
46520,92
46521,330
46522,598
46523,169
46524,386
46525,934
46526,912
46527,409
46528,823
46529,800
46530,503
46531,331
46532,508
46533,321
46534,996
46535,632
46536,649
46537,671
46538,491
46539,655
46540,684
46541,177
46542,472
46543,205
46544,525
46545,382
46546,301
46547,782
46548,890
46549,342
46550,986
46551,308
46552,950
46553,444
46554,713
46555,508
46556,25
46557,219
46558,50
46559,948
46560,271
46561,591
46562,900
46563,72
46564,387
46565,331
46566,476
46567,220
46568,715
46569,146
46570,814
46571,208
46572,292
46573,171
46574,659
46575,261
46576,681
46577,582
46578,22
46579,353
46580,505
46581,828
46582,124
46583,346
46584,147
46585,790
46586,957
46587,796
46588,772
46589,946
46590,566
46591,101
46592,203
46593,652
46594,976
46595,435
46596,622
46597,954
46598,41
46599,995
46600,68
46601,79
46602,138
46603,916
46604,617
46605,782
46606,837
46607,398
46608,841
46609,483
46610,833
46611,254
46612,935
46613,998
46614,552
46615,1
46616,429
46617,373
46618,663
46619,659
46620,95
46621,603
46622,86
46623,404
46624,192
46625,337
46626,377
46627,699
46628,852
46629,927
46630,481
46631,473
46632,18
46633,82
46634,180
46635,282
46636,130
46637,544
46638,3
46639,796
46640,294
46641,833
46642,858
46643,771
46644,170
46645,626
46646,138
46647,781
46648,546
46649,877
46650,754
46651,657
46652,737
46653,514
46654,838
46655,219
46656,55
46657,690
46658,684
46659,98
46660,341
46661,294
46662,881
46663,542
46664,640
46665,993
46666,602
46667,684
46668,867
46669,401
46670,384
46671,171
46672,744
46673,496
46674,905
46675,665
46676,41
46677,639
46678,576
46679,669
46680,154
46681,466
46682,395
46683,276
46684,826
46685,698
46686,512
46687,431
46688,421
46689,243
46690,891
46691,787
46692,218
46693,831
46694,887
46695,680
46696,152
46697,184
46698,184
46699,888
46700,52
46701,896
46702,930
46703,267
46704,325
46705,512
46706,864
46707,583
46708,557
46709,572
46710,384
46711,897
46712,829
46713,783
46714,676
46715,905
46716,184
46717,869
46718,369
46719,522
46720,572
46721,611
46722,882
46723,108
46724,823
46725,749
46726,747
46727,872
46728,325
46729,801
46730,620
46731,619
46732,622
46733,191
46734,508
46735,3
46736,574
46737,167
46738,190
46739,0
46740,164
46741,88
46742,561
46743,457
46744,375
46745,560
46746,731
46747,251
46748,517
46749,153
46750,350
46751,866
46752,680
46753,601
46754,449
46755,648
46756,504
46757,871
46758,674
46759,287
46760,847
46761,278
46762,35
46763,568
46764,351
46765,913
46766,890
46767,161
46768,77
46769,172
46770,758
46771,568
46772,613
46773,639
46774,69
46775,771
46776,61
46777,912
46778,360
46779,997
46780,78
46781,974
46782,11
46783,942
46784,588
46785,894
46786,735
46787,585
46788,507
46789,823
46790,934
46791,999
46792,647
46793,254
46794,358
46795,402
46796,746
46797,239
46798,590
46799,929
46800,636
